OSEBuildingID,BuildingType,Neighborhood,BuildingAge,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),PrimaryProperty,LargestPropertyUseTypeGFA,SecondLargest,SecondLargestPropertyUseTypeGFA,ThirdLargest,ThirdLargestPropertyUseTypeGFA,NumberPropertyUseType,harvesine_distance,ENERGYSTARScore,SiteEnergyUse(kBtu)
21142,NONRESIDENTIAL,LAKE UNION,47,1.0,1,0,30730,OTHER SERVICES AND FACILITIES,30730.0,UNDEFINED,,UNDEFINED,,1,3.3063389788769877,,3050455.25
21145,NONRESIDENTIAL,LAKE UNION,30,1.0,2,0,35600,OFFICE AND BUSINESS,36839.0,PARKING,0.0,UNDEFINED,,2,3.453185288431422,47.0,2173143.75
21150,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,67,1.0,3,0,62000,OTHER SERVICES AND FACILITIES,57200.0,OTHER SERVICES AND FACILITIES,5000.0,UNDEFINED,,2,3.24127139554014,81.0,1799664.125
21172,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,35,1.0,2,0,23600,OFFICE AND BUSINESS,23600.0,UNDEFINED,,UNDEFINED,,1,3.0852798418389855,82.0,776248.6875
21177,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,30,1.0,3,0,40067,OFFICE AND BUSINESS,40067.0,UNDEFINED,,UNDEFINED,,1,3.2204050874629315,43.0,2303732.75
21178,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,27,1.0,3,6922,19497,OFFICE AND BUSINESS,26419.0,UNDEFINED,,UNDEFINED,,1,3.2204050874629315,67.0,1074989.0
21179,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,37,1.0,3,0,25262,OFFICE AND BUSINESS,25262.0,UNDEFINED,,UNDEFINED,,1,3.2204050874629315,54.0,1469556.25
21180,NONRESIDENTIAL,LAKE UNION,20,0.0,3,0,53103,OTHER SERVICES AND FACILITIES,38723.0,UNDEFINED,,UNDEFINED,,1,3.1587096766522076,,4877959.0
21181,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,36,1.0,3,0,34106,OFFICE AND BUSINESS,32739.0,UNDEFINED,,UNDEFINED,,1,3.1445724053021804,57.0,1619177.125
21182,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,36,1.0,3,0,34545,OFFICE AND BUSINESS,34545.0,UNDEFINED,,UNDEFINED,,1,3.1781583648741316,29.0,2313978.75
21183,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,36,1.0,3,0,70296,OFFICE AND BUSINESS,70296.0,UNDEFINED,,UNDEFINED,,1,3.10846429188449,86.0,2782066.5
25660,NONRESIDENTIAL,DOWNTOWN,114,1.0,4,0,27838,OFFICE AND BUSINESS,27838.0,UNDEFINED,,UNDEFINED,,1,0.4466359054688323,77.0,1217509.125
21192,NONRESIDENTIAL,DELRIDGE,45,2.0,2,0,28368,STORAGE,35300.0,OFFICE AND BUSINESS,9408.0,UNDEFINED,,2,3.8701510988477894,,1856230.625
21208,NONRESIDENTIAL,NORTHWEST,52,1.0,2,0,92080,OTHER SERVICES AND FACILITIES,92129.0,UNDEFINED,,UNDEFINED,,1,8.193483213064553,,5155090.5
21212,NONRESIDENTIAL,NORTHWEST,55,1.0,1,0,20236,OTHER SERVICES AND FACILITIES,20236.0,UNDEFINED,,UNDEFINED,,1,8.066001057362822,,1965182.25
21213,NONRESIDENTIAL,NORTHWEST,65,1.0,2,0,39815,OFFICE AND BUSINESS,27118.0,STORAGE,12697.0,UNDEFINED,,2,7.880155411268954,62.0,2050600.75
21216,NONRESIDENTIAL,NORTHWEST,46,1.0,4,0,25557,OTHER SERVICES AND FACILITIES,25557.0,UNDEFINED,,UNDEFINED,,1,8.079501525391631,,2280352.5
21218,NONRESIDENTIAL,NORTHWEST,58,1.0,2,0,26994,OTHER SERVICES AND FACILITIES,16243.0,OFFICE AND BUSINESS,10751.0,UNDEFINED,,2,7.960680591524018,,3076813.25
21219,NONRESIDENTIAL,NORTHWEST,44,1.0,1,0,48112,STORAGE,48112.0,UNDEFINED,,UNDEFINED,,1,8.000607764434278,73.0,1485945.875
21221,NONRESIDENTIAL,NORTHWEST,7,1.0,1,0,20909,OTHER SERVICES AND FACILITIES,19050.0,PARKING,0.0,UNDEFINED,,2,7.919004834020814,,1208029.25
21226,NONRESIDENTIAL,NORTHWEST,15,1.0,2,16518,26275,OFFICE AND BUSINESS,26275.0,PARKING,16518.0,UNDEFINED,,2,8.842992032475161,27.0,1772188.5
21233,NONRESIDENTIAL,NORTHWEST,9,1.0,2,0,45000,OTHER SERVICES AND FACILITIES,45000.0,UNDEFINED,,UNDEFINED,,1,8.31854972762553,,5912066.0
21236,NONRESIDENTIAL,NORTHWEST,18,1.0,1,0,26115,RETAIL AND PERSONAL SERVICES,26115.0,UNDEFINED,,UNDEFINED,,1,8.108083901613469,43.0,1689372.625
21239,NONRESIDENTIAL,NORTHEAST,67,1.0,1,0,26033,OTHER SERVICES AND FACILITIES,30044.0,PARKING,0.0,UNDEFINED,,2,4.450830651316826,78.0,1149140.25
21243,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,9,1.0,4,0,48660,EDUCATION,49468.0,UNDEFINED,,UNDEFINED,,1,2.7160047686607824,82.0,1881516.125
21244,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,46,1.0,2,0,46539,HEALTH AND MEDICAL,46539.0,UNDEFINED,,UNDEFINED,,1,2.718775258623235,73.0,5400049.5
21262,NONRESIDENTIAL,DOWNTOWN,107,1.0,4,0,29796,RESIDENTIAL AND HOUSING,29796.0,UNDEFINED,,UNDEFINED,,1,0.715738756713423,47.0,2233262.0
21265,NONRESIDENTIAL,DOWNTOWN,96,1.0,2,0,26400,RETAIL AND PERSONAL SERVICES,14428.0,OFFICE AND BUSINESS,7200.0,PARKING,2788.0,3,0.6940169904558366,36.0,983595.875
21266,NONRESIDENTIAL,DOWNTOWN,98,1.0,3,0,38148,OFFICE AND BUSINESS,37853.0,RETAIL AND PERSONAL SERVICES,12495.0,UNDEFINED,,2,0.6548787012790086,98.0,1262255.75
21270,NONRESIDENTIAL,LAKE UNION,88,1.0,2,0,28800,MIXED USE,14400.0,OFFICE AND BUSINESS,14400.0,UNDEFINED,,2,1.1944225786133782,,456953.0
21278,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,61,1.0,5,0,31945,OTHER SERVICES AND FACILITIES,31945.0,PARKING,0.0,UNDEFINED,,2,1.7462661753787359,4.0,1806468.0
21290,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,31,1.0,5,33055,52908,OFFICE AND BUSINESS,52908.0,PARKING,33055.0,UNDEFINED,,2,1.4581676218176687,43.0,4480961.0
21310,NONRESIDENTIAL,DOWNTOWN,116,1.0,4,0,34680,RETAIL AND PERSONAL SERVICES,34680.0,UNDEFINED,,UNDEFINED,,1,0.2647520889447543,92.0,1169948.875
21313,NONRESIDENTIAL,DOWNTOWN,48,1.0,3,34510,40548,OTHER SERVICES AND FACILITIES,75058.0,UNDEFINED,,UNDEFINED,,1,0.17245284144072562,24.0,5587347.0
21315,NONRESIDENTIAL,DOWNTOWN,113,1.0,3,0,57720,OFFICE AND BUSINESS,25000.0,UNDEFINED,,UNDEFINED,,1,0.38539565237382023,,24105.5
21317,NONRESIDENTIAL,DOWNTOWN,101,1.0,1,0,36504,RETAIL AND PERSONAL SERVICES,16200.0,UNDEFINED,,UNDEFINED,,1,0.36893965648235105,2.0,2100982.75
21318,NONRESIDENTIAL,DOWNTOWN,109,1.0,6,0,35200,OFFICE AND BUSINESS,35200.0,UNDEFINED,,UNDEFINED,,1,0.3886026860073639,8.0,2998208.25
21319,NONRESIDENTIAL,DOWNTOWN,109,1.0,5,0,35840,OFFICE AND BUSINESS,35840.0,UNDEFINED,,UNDEFINED,,1,0.28791807683235204,83.0,1538750.625
21321,NONRESIDENTIAL,DOWNTOWN,75,1.0,2,0,25920,OTHER SERVICES AND FACILITIES,23230.0,UNDEFINED,,UNDEFINED,,1,0.29203901681953287,60.0,1333432.125
21322,NONRESIDENTIAL,DOWNTOWN,88,1.0,4,0,30525,OFFICE AND BUSINESS,15609.0,RETAIL AND PERSONAL SERVICES,6104.0,UNDEFINED,,2,0.2806936558356512,17.0,2883139.0
21328,NONRESIDENTIAL,EAST,52,1.0,4,0,49243,OTHER SERVICES AND FACILITIES,52284.0,UNDEFINED,,UNDEFINED,,1,0.42393662827358686,,8476183.0
21336,NONRESIDENTIAL,EAST,104,0.0,3,0,20411,OTHER SERVICES AND FACILITIES,20411.0,UNDEFINED,,UNDEFINED,,1,0.4094308505002989,,2014475.875
21351,NONRESIDENTIAL,EAST,54,1.0,2,10285,20570,HEALTH AND MEDICAL,21571.0,UNDEFINED,,UNDEFINED,,1,0.5911810234141203,2.0,2946756.25
21353,NONRESIDENTIAL,EAST,106,1.0,3,0,73549,OFFICE AND BUSINESS,41632.0,OTHER SERVICES AND FACILITIES,31917.0,UNDEFINED,,2,0.6231291443551246,90.0,2828950.5
21364,NONRESIDENTIAL,EAST,28,1.0,5,11400,34380,OTHER SERVICES AND FACILITIES,45780.0,PARKING,4500.0,UNDEFINED,,2,0.564374315928653,,10834087.0
21365,NONRESIDENTIAL,EAST,53,0.0,3,0,39115,HEALTH AND MEDICAL,50000.0,UNDEFINED,,UNDEFINED,,1,0.5619371834572103,42.0,3735308.5
21366,NONRESIDENTIAL,EAST,100,1.0,3,0,38038,OTHER SERVICES AND FACILITIES,35886.0,OFFICE AND BUSINESS,1184.0,FOOD AND BEVERAGE,436.0,3,0.21852410842261205,,1107290.625
21367,NONRESIDENTIAL,EAST,54,1.0,3,0,37796,OTHER SERVICES AND FACILITIES,53000.0,PARKING,17600.0,UNDEFINED,,2,0.18111827986927956,55.0,2465983.5
21380,NONRESIDENTIAL,BALLARD,23,1.0,1,0,27744,OFFICE AND BUSINESS,18380.0,OTHER SERVICES AND FACILITIES,6060.0,OFFICE AND BUSINESS,3304.0,3,4.178742600868804,,5355753.0
21382,NONRESIDENTIAL,BALLARD,56,1.0,1,0,36444,STORAGE,36444.0,UNDEFINED,,UNDEFINED,,1,4.324209684122307,80.0,161311.0938
21388,NONRESIDENTIAL,BALLARD,66,1.0,1,0,27553,STORAGE,27553.0,UNDEFINED,,UNDEFINED,,1,4.011151299479104,63.0,966677.125
21389,NONRESIDENTIAL,BALLARD,65,3.0,1,0,57310,STORAGE,57310.0,UNDEFINED,,UNDEFINED,,1,3.93500746649283,,1253745.5
21391,NONRESIDENTIAL,LAKE UNION,96,1.0,2,0,25920,MIXED USE,10109.0,OTHER SERVICES AND FACILITIES,7016.0,FOOD AND BEVERAGE,3609.0,5,1.1989664628846661,,989079.5
21396,NONRESIDENTIAL,LAKE UNION,97,1.0,3,0,40686,FOOD AND BEVERAGE,40686.0,UNDEFINED,,UNDEFINED,,1,1.2291718468543236,,2106073.5
21397,NONRESIDENTIAL,LAKE UNION,52,1.0,2,0,45271,RETAIL AND PERSONAL SERVICES,45271.0,UNDEFINED,,UNDEFINED,,1,1.2590444057899595,57.0,2553763.5
21398,NONRESIDENTIAL,LAKE UNION,96,1.0,3,12180,16200,OFFICE AND BUSINESS,28380.0,UNDEFINED,,UNDEFINED,,1,1.2844539044339087,62.0,1372213.375
21399,NONRESIDENTIAL,LAKE UNION,7,1.0,5,0,508160,OFFICE AND BUSINESS,329850.0,PARKING,162894.0,FOOD AND BEVERAGE,11846.0,3,1.172827350318707,77.0,28053172.0
21401,NONRESIDENTIAL,LAKE UNION,90,1.0,3,0,26176,OFFICE AND BUSINESS,23730.0,UNDEFINED,,UNDEFINED,,1,1.211822378428001,95.0,966907.375
21413,NONRESIDENTIAL,LAKE UNION,90,1.0,1,0,37740,OFFICE AND BUSINESS,37481.0,PARKING,0.0,UNDEFINED,,2,1.5049333804497744,1.0,7442314.5
21418,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,55,1.0,1,0,26000,OTHER SERVICES AND FACILITIES,49847.0,UNDEFINED,,UNDEFINED,,1,1.4964339523891748,,5277482.5
21424,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,7,1.0,3,0,23241,OTHER SERVICES AND FACILITIES,23241.0,UNDEFINED,,UNDEFINED,,1,1.317191515047955,66.0,739210.5
21425,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,54,1.0,1,0,155795,OTHER SERVICES AND FACILITIES,155795.0,UNDEFINED,,UNDEFINED,,1,1.2868945242765075,,17673018.0
21432,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,14,1.0,1,0,21018,OTHER SERVICES AND FACILITIES,21018.0,UNDEFINED,,UNDEFINED,,1,1.4964339523891748,,1761137.5
21433,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,18,1.0,1,0,30533,OTHER SERVICES AND FACILITIES,28631.0,UNDEFINED,,UNDEFINED,,1,1.4964339523891748,,5903015.0
21435,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,55,1.0,2,0,33971,OTHER SERVICES AND FACILITIES,50000.0,UNDEFINED,,UNDEFINED,,1,1.270599313643289,,17686444.0
21436,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,24,1.0,2,0,40600,OTHER SERVICES AND FACILITIES,33000.0,UNDEFINED,,UNDEFINED,,1,1.386164888793849,,2485521.0
21438,NONRESIDENTIAL,LAKE UNION,17,1.0,4,0,38038,OFFICE AND BUSINESS,38038.0,PARKING,19600.0,UNDEFINED,,2,1.0388582247934617,84.0,2003807.75
21442,NONRESIDENTIAL,LAKE UNION,9,1.0,4,24596,40000,OFFICE AND BUSINESS,41591.0,PARKING,21350.0,UNDEFINED,,2,1.0003890310282788,92.0,2524228.25
21443,NONRESIDENTIAL,LAKE UNION,88,1.0,3,6062,35404,OFFICE AND BUSINESS,35404.0,HEALTH AND MEDICAL,5000.0,PARKING,1250.0,3,1.0118592476289074,1.0,9190442.0
21445,NONRESIDENTIAL,LAKE UNION,3,1.0,6,100800,29910,OFFICE AND BUSINESS,120548.0,PARKING,88960.0,OFFICE AND BUSINESS,5436.0,4,0.9951685668439703,92.0,7429423.0
21447,NONRESIDENTIAL,LAKE UNION,90,1.0,4,0,35780,OFFICE AND BUSINESS,22341.0,RETAIL AND PERSONAL SERVICES,8214.0,PARKING,5225.0,3,1.0283628706061927,77.0,1912760.75
21459,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,52,1.0,4,7308,17824,MIXED USE,8061.0,PARKING,8000.0,FOOD AND BEVERAGE,2095.0,3,1.5901832297337881,41.0,564754.1875
21464,NONRESIDENTIAL,DOWNTOWN,50,1.0,1,0,49680,OTHER SERVICES AND FACILITIES,49680.0,UNDEFINED,,UNDEFINED,,1,0.2974084221321032,,2844685.0
21465,NONRESIDENTIAL,DOWNTOWN,54,1.0,1,0,36314,OTHER SERVICES AND FACILITIES,36314.0,UNDEFINED,,UNDEFINED,,1,0.279364958214278,,1832808.75
21468,NONRESIDENTIAL,DOWNTOWN,100,1.0,2,0,25920,OTHER SERVICES AND FACILITIES,11888.0,FOOD AND BEVERAGE,4329.0,RETAIL AND PERSONAL SERVICES,4029.0,3,0.3680647106440467,,1257774.625
21469,NONRESIDENTIAL,DOWNTOWN,97,1.0,4,0,47686,OFFICE AND BUSINESS,25500.0,RETAIL AND PERSONAL SERVICES,8500.0,UNDEFINED,,2,0.4482126074600428,72.0,2071670.25
21474,NONRESIDENTIAL,DOWNTOWN,116,1.0,3,0,49760,OTHER SERVICES AND FACILITIES,24019.0,UNDEFINED,,UNDEFINED,,1,0.3208989160495295,,44293.5
21478,CAMPUS,DOWNTOWN,116,1.0,2,0,49280,MIXED USE,15614.0,FOOD AND BEVERAGE,9240.0,ENTERTAINMENT AND LEISURE,8199.0,6,0.37964535727615256,,5437110.5
21482,CAMPUS,DOWNTOWN,104,1.0,2,0,25380,FOOD AND BEVERAGE,17114.0,FOOD AND BEVERAGE,6426.0,OFFICE AND BUSINESS,1840.0,3,0.4355249100870883,,6901554.0
21483,NONRESIDENTIAL,DOWNTOWN,101,1.0,6,0,40715,OFFICE AND BUSINESS,20895.0,RETAIL AND PERSONAL SERVICES,16260.0,STORAGE,3560.0,3,0.46538067766368035,,2827772.75
21488,NONRESIDENTIAL,DOWNTOWN,26,1.0,4,34800,47265,MIXED USE,36036.0,OFFICE AND BUSINESS,27594.0,RETAIL AND PERSONAL SERVICES,13945.0,3,0.7130516352784155,91.0,1717130.875
21495,NONRESIDENTIAL,DOWNTOWN,106,1.0,4,0,36160,OFFICE AND BUSINESS,36160.0,UNDEFINED,,UNDEFINED,,1,0.5503835418319792,47.0,1862176.875
21496,NONRESIDENTIAL,DOWNTOWN,98,1.0,1,0,34617,MIXED USE,6455.0,OFFICE AND BUSINESS,5813.0,OFFICE AND BUSINESS,5581.0,8,0.5557236569403651,,5136604.5
21505,NONRESIDENTIAL,DOWNTOWN,107,1.0,5,0,66900,OFFICE AND BUSINESS,68048.0,UNDEFINED,,UNDEFINED,,1,0.7763330606836423,100.0,1634178.25
21506,NONRESIDENTIAL,DOWNTOWN,106,1.0,3,0,29340,MIXED USE,12714.0,RESIDENTIAL AND HOUSING,11592.0,FOOD AND BEVERAGE,2836.0,3,0.7669727953522916,,2160420.0
21508,NONRESIDENTIAL,DOWNTOWN,86,0.0,2,0,22710,OTHER SERVICES AND FACILITIES,22710.0,UNDEFINED,,UNDEFINED,,1,0.8152658236994718,,287763.5
21515,NONRESIDENTIAL,LAKE UNION,16,1.0,3,13540,36959,OFFICE AND BUSINESS,36959.0,PARKING,13540.0,UNDEFINED,,2,2.112533269997244,13.0,3205182.5
21520,NONRESIDENTIAL,LAKE UNION,52,1.0,5,9605,44860,OFFICE AND BUSINESS,57972.0,PARKING,0.0,UNDEFINED,,2,2.0812284993100767,68.0,3600571.25
21521,NONRESIDENTIAL,EAST,86,1.0,2,0,45960,EDUCATION,45960.0,UNDEFINED,,UNDEFINED,,1,1.8842595090215384,56.0,4167253.75
21530,NONRESIDENTIAL,LAKE UNION,57,1.0,2,0,21128,OFFICE AND BUSINESS,21128.0,UNDEFINED,,UNDEFINED,,1,1.1313864580146284,97.0,436604.0938
21533,NONRESIDENTIAL,LAKE UNION,8,1.0,4,0,274442,MIXED USE,108763.0,PARKING,105499.0,RESIDENTIAL AND HOUSING,58152.0,4,1.057424404811176,,9155568.0
21534,NONRESIDENTIAL,LAKE UNION,3,1.0,3,0,51552,OFFICE AND BUSINESS,54150.0,OFFICE AND BUSINESS,650.0,UNDEFINED,,2,1.0887694576068987,,1539066.375
21535,NONRESIDENTIAL,LAKE UNION,57,1.0,4,0,38520,HOTEL,38500.0,UNDEFINED,,UNDEFINED,,1,1.1237169970400274,37.0,2804534.0
21537,NONRESIDENTIAL,LAKE UNION,55,1.0,3,4256,24930,HOTEL,19000.0,UNDEFINED,,UNDEFINED,,1,1.2111421603991304,95.0,867184.375
21546,NONRESIDENTIAL,LAKE UNION,56,1.0,1,0,27338,OTHER SERVICES AND FACILITIES,27338.0,UNDEFINED,,UNDEFINED,,1,1.0400413934480908,56.0,581289.0
21795,NONRESIDENTIAL,EAST,17,1.0,2,65640,20110,OTHER SERVICES AND FACILITIES,65000.0,EDUCATION,20000.0,UNDEFINED,,2,2.532009702112319,,2045592.0
21549,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,54,1.0,2,0,34416,HEALTH AND MEDICAL,20649.0,OFFICE AND BUSINESS,13767.0,PARKING,2000.0,3,1.8029377745038264,,12015936.0
21550,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,86,1.0,3,0,45864,OFFICE AND BUSINESS,45864.0,UNDEFINED,,UNDEFINED,,1,1.5345704568726484,94.0,2590622.0
21557,NONRESIDENTIAL,NORTHWEST,17,1.0,2,0,49252,EDUCATION,61099.0,UNDEFINED,,UNDEFINED,,1,8.360433482521925,23.0,3485865.5
21570,SPS-DISTRICT K-12,NORTH,66,1.0,1,0,34005,EDUCATION,50337.0,UNDEFINED,,UNDEFINED,,1,7.448008714400414,94.0,991918.0
21578,SPS-DISTRICT K-12,SOUTHWEST,67,1.0,1,0,41221,EDUCATION,60814.0,UNDEFINED,,UNDEFINED,,1,4.123672127486735,83.0,2246747.5
21580,NONRESIDENTIAL,LAKE UNION,29,1.0,3,0,33176,OFFICE AND BUSINESS,33176.0,PARKING,15000.0,UNDEFINED,,2,1.8399397993799171,89.0,1426279.5
21582,NONRESIDENTIAL,LAKE UNION,23,1.0,3,3764,21430,RETAIL AND PERSONAL SERVICES,10751.0,HEALTH AND MEDICAL,8044.0,OFFICE AND BUSINESS,2635.0,3,1.8312373420232104,,1878742.875
21601,SPS-DISTRICT K-12,SOUTHEAST,16,1.0,2,0,75605,EDUCATION,75605.0,UNDEFINED,,UNDEFINED,,1,6.212995511323293,83.0,2274873.5
21604,SPS-DISTRICT K-12,SOUTHEAST,8,1.0,2,0,29525,EDUCATION,29525.0,UNDEFINED,,UNDEFINED,,1,6.273392155271183,77.0,1297812.75
21611,NONRESIDENTIAL,GREATER DUWAMISH,39,1.0,99,0,21948,OTHER SERVICES AND FACILITIES,21948.0,UNDEFINED,,UNDEFINED,,1,4.068810750155996,80.0,326001.1875
21613,NONRESIDENTIAL,EAST,89,1.0,3,0,31191,OTHER SERVICES AND FACILITIES,30095.0,STORAGE,1096.0,UNDEFINED,,2,3.024792455581915,,5876439.0
21617,NONRESIDENTIAL,NORTH,69,1.0,1,0,37377,OTHER SERVICES AND FACILITIES,31303.0,RETAIL AND PERSONAL SERVICES,3468.0,OFFICE AND BUSINESS,840.0,6,8.048724523637802,,3040978.0
21622,NONRESIDENTIAL,GREATER DUWAMISH,39,1.0,1,0,29380,STORAGE,16768.0,OFFICE AND BUSINESS,6837.0,OTHER SERVICES AND FACILITIES,5775.0,3,4.668115251194056,33.0,856088.625
21656,NONRESIDENTIAL,EAST,94,1.0,2,0,22688,OTHER SERVICES AND FACILITIES,22688.0,UNDEFINED,,UNDEFINED,,1,0.5754483657982505,87.0,331675.0
21687,NONRESIDENTIAL,SOUTHEAST,54,1.0,2,0,22364,OTHER SERVICES AND FACILITIES,22364.0,PARKING,0.0,UNDEFINED,,2,3.7490543963865206,,1467029.75
21689,NONRESIDENTIAL,GREATER DUWAMISH,34,1.0,2,0,41262,OFFICE AND BUSINESS,40738.0,UNDEFINED,,UNDEFINED,,1,4.5961608176365205,84.0,1903455.875
21716,NONRESIDENTIAL,LAKE UNION,63,1.0,2,0,43183,OFFICE AND BUSINESS,26580.0,OFFICE AND BUSINESS,11497.0,UNDEFINED,,2,1.191261903338559,,7408342.0
21723,NONRESIDENTIAL,NORTH,108,1.0,3,0,45680,OTHER SERVICES AND FACILITIES,45680.0,UNDEFINED,,UNDEFINED,,1,5.5227400759551575,79.0,2077039.375
21741,NONRESIDENTIAL,LAKE UNION,10,1.0,14,0,724148,HEALTH AND MEDICAL,726000.0,UNDEFINED,,UNDEFINED,,1,0.9117594942611545,8.0,37797084.0
21768,NONRESIDENTIAL,SOUTHWEST,59,1.0,1,0,23562,OTHER SERVICES AND FACILITIES,18278.0,OFFICE AND BUSINESS,15212.0,UNDEFINED,,2,5.381079683060249,96.0,531737.1875
21772,NONRESIDENTIAL,BALLARD,17,1.0,4,0,28844,OFFICE AND BUSINESS,10292.0,OTHER SERVICES AND FACILITIES,10200.0,UNDEFINED,,2,3.899712990172414,,910718.6875
21774,SPS-DISTRICT K-12,DELRIDGE,28,1.0,2,0,54528,EDUCATION,54285.0,UNDEFINED,,UNDEFINED,,1,4.849030625875467,75.0,1972078.625
21783,NONRESIDENTIAL,GREATER DUWAMISH,27,1.0,1,0,21101,STORAGE,18373.0,OFFICE AND BUSINESS,2728.0,UNDEFINED,,2,3.154583599933273,,675772.875
21784,NONRESIDENTIAL,GREATER DUWAMISH,102,1.0,2,0,45594,STORAGE,45594.0,UNDEFINED,,UNDEFINED,,1,3.152414605023177,75.0,1351267.875
21785,NONRESIDENTIAL,GREATER DUWAMISH,66,1.0,1,0,26660,OTHER SERVICES AND FACILITIES,26660.0,UNDEFINED,,UNDEFINED,,1,3.872137777955037,,2241280.5
21786,NONRESIDENTIAL,GREATER DUWAMISH,41,1.0,1,0,28126,STORAGE,21780.0,OFFICE AND BUSINESS,6346.0,UNDEFINED,,2,3.16429822934147,44.0,870625.8125
21787,NONRESIDENTIAL,GREATER DUWAMISH,52,1.0,1,0,35000,STORAGE,35000.0,UNDEFINED,,UNDEFINED,,1,4.021117331519377,53.0,378714.4063
21792,NONRESIDENTIAL,GREATER DUWAMISH,54,1.0,1,0,26150,STORAGE,26150.0,UNDEFINED,,UNDEFINED,,1,3.9288074467294236,6.0,1208407.625
21793,NONRESIDENTIAL,GREATER DUWAMISH,49,1.0,2,0,24000,OFFICE AND BUSINESS,24000.0,UNDEFINED,,UNDEFINED,,1,3.908297634687895,73.0,1088556.25
21794,NONRESIDENTIAL,EAST,48,1.0,5,0,43594,EDUCATION,40809.0,UNDEFINED,,UNDEFINED,,1,2.532009702112319,38.0,2478045.5
21822,NONRESIDENTIAL,LAKE UNION,104,1.0,1,0,28080,STORAGE,25580.0,OFFICE AND BUSINESS,2500.0,UNDEFINED,,2,3.6044884887819033,,794724.625
21879,NONRESIDENTIAL,NORTHWEST,62,1.0,2,0,51298,HEALTH AND MEDICAL,51298.0,UNDEFINED,,UNDEFINED,,1,8.360874418301522,85.0,5655578.0
21883,NONRESIDENTIAL,NORTHWEST,54,1.0,1,0,22047,OTHER SERVICES AND FACILITIES,22898.0,PARKING,0.0,UNDEFINED,,2,8.328795211106447,100.0,265774.9063
21893,NONRESIDENTIAL,GREATER DUWAMISH,37,1.0,1,0,31600,STORAGE,31600.0,UNDEFINED,,UNDEFINED,,1,5.881472653674715,3.0,3363535.5
21894,NONRESIDENTIAL,GREATER DUWAMISH,9,1.0,1,0,35289,STORAGE,35289.0,UNDEFINED,,UNDEFINED,,1,5.956143928683301,63.0,876425.0
21896,NONRESIDENTIAL,GREATER DUWAMISH,35,1.0,1,0,28920,STORAGE,30000.0,UNDEFINED,,UNDEFINED,,1,6.043601464741695,50.0,1750419.0
21897,NONRESIDENTIAL,GREATER DUWAMISH,38,1.0,1,0,22176,STORAGE,22176.0,UNDEFINED,,UNDEFINED,,1,6.021091936454939,60.0,736428.625
21898,NONRESIDENTIAL,GREATER DUWAMISH,38,1.0,1,0,31300,STORAGE,31300.0,UNDEFINED,,UNDEFINED,,1,5.995339622003082,89.0,362874.0
21902,NONRESIDENTIAL,GREATER DUWAMISH,37,1.0,1,0,22000,STORAGE,22000.0,PARKING,0.0,UNDEFINED,,2,6.036609434090226,14.0,700627.625
21904,NONRESIDENTIAL,NORTH,42,1.0,3,0,39927,OFFICE AND BUSINESS,39541.0,PARKING,0.0,UNDEFINED,,2,6.535060777057659,38.0,3568419.5
21905,NONRESIDENTIAL,NORTH,37,1.0,1,0,30610,OTHER SERVICES AND FACILITIES,23320.0,OFFICE AND BUSINESS,7290.0,UNDEFINED,,2,6.4046898097916705,,4294550.0
21907,NONRESIDENTIAL,NORTH,36,1.0,2,6350,20580,HEALTH AND MEDICAL,26930.0,UNDEFINED,,UNDEFINED,,1,6.48891935094543,64.0,1002995.0
21909,NONRESIDENTIAL,NORTH,48,1.0,2,0,38745,HEALTH AND MEDICAL,65069.0,PARKING,0.0,UNDEFINED,,2,6.547927985254484,76.0,2890379.0
21913,NONRESIDENTIAL,NORTHEAST,57,1.0,2,0,20296,STORAGE,20296.0,UNDEFINED,,UNDEFINED,,1,4.31742078685862,,855665.125
