OSEBuildingID,BuildingType,Neighborhood,BuildingAge,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),PrimaryProperty,LargestPropertyUseTypeGFA,SecondLargest,SecondLargestPropertyUseTypeGFA,ThirdLargest,ThirdLargestPropertyUseTypeGFA,NumberPropertyUseType,harvesine_distance,ENERGYSTARScore,SiteEnergyUse(kBtu)
238,NONRESIDENTIAL,NORTHWEST,59,1.0,2,0,91130,OFFICE AND BUSINESS,57968.0,STORAGE,32881.0,PARKING,11850.0,5,6.521059675336901,,9472358.0
239,SPS-DISTRICT K-12,SOUTHWEST,25,1.0,3,0,58118,EDUCATION,59014.0,UNDEFINED,,UNDEFINED,,1,5.25706411016852,97.0,1407277.25
241,NONRESIDENTIAL,NORTHWEST,48,1.0,4,0,64893,HOTEL,64893.0,UNDEFINED,,UNDEFINED,,1,7.108896935138255,70.0,6197825.0
243,SPS-DISTRICT K-12,GREATER DUWAMISH,91,1.0,1,0,70762,EDUCATION,70762.0,UNDEFINED,,UNDEFINED,,1,4.995703552966934,87.0,3606416.0
244,NONRESIDENTIAL,DOWNTOWN,116,1.0,3,0,44558,OFFICE AND BUSINESS,34416.0,STORAGE,7672.0,FOOD AND BEVERAGE,2470.0,3,0.38340443536185964,78.0,1677002.25
245,NONRESIDENTIAL,GREATER DUWAMISH,17,1.0,6,327680,1258280,OTHER SERVICES AND FACILITIES,1585960.0,PARKING,0.0,UNDEFINED,,2,0.7433059527767965,,59757440.0
247,NONRESIDENTIAL,GREATER DUWAMISH,92,1.0,2,0,179161,STORAGE,117476.0,OFFICE AND BUSINESS,37321.0,OTHER SERVICES AND FACILITIES,25543.0,4,2.369333685691412,,9436408.0
248,NONRESIDENTIAL,GREATER DUWAMISH,51,1.0,2,0,58640,STORAGE,40831.0,OTHER SERVICES AND FACILITIES,16735.0,OFFICE AND BUSINESS,11533.0,4,2.369333685691412,,3928695.25
249,NONRESIDENTIAL,GREATER DUWAMISH,17,1.0,3,0,1172127,OTHER SERVICES AND FACILITIES,1172127.0,UNDEFINED,,UNDEFINED,,1,1.0619626671280222,,58761304.0
250,NONRESIDENTIAL,GREATER DUWAMISH,11,1.0,9,14567,153882,HOTEL,135006.0,PARKING,20600.0,FOOD AND BEVERAGE,9216.0,3,0.9358453022319493,64.0,12726789.0
257,NONRESIDENTIAL,GREATER DUWAMISH,100,0.0,4,0,79600,STORAGE,79600.0,UNDEFINED,,UNDEFINED,,1,2.4526442817461156,34.0,2411402.25
260,SPS-DISTRICT K-12,LAKE UNION,19,1.0,4,0,241066,EDUCATION,241066.0,UNDEFINED,,UNDEFINED,,1,3.7283255647076214,79.0,7791957.0
261,CAMPUS,GREATER DUWAMISH,36,14.0,2,31874,302494,OFFICE AND BUSINESS,240984.0,HEALTH AND MEDICAL,72963.0,OTHER SERVICES AND FACILITIES,16766.0,4,5.729929480881305,,53466684.0
263,NONRESIDENTIAL,NORTH,8,1.0,6,335109,84739,OTHER SERVICES AND FACILITIES,335109.0,ENTERTAINMENT AND LEISURE,65000.0,HEALTH AND MEDICAL,13567.0,5,6.677908271265694,,9134963.0
264,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,14,1.0,4,0,110785,MIXED USE,58563.0,FOOD AND BEVERAGE,48520.0,PARKING,29839.0,5,1.7022857395715383,,10557910.0
267,NONRESIDENTIAL,DOWNTOWN,17,1.0,0,0,934292,HOTEL,495536.0,PARKING,438756.0,FOOD AND BEVERAGE,49700.0,5,0.4556828326670931,,65047284.0
268,NONRESIDENTIAL,CENTRAL,26,6.0,5,0,597519,HEALTH AND MEDICAL,601615.0,PARKING,48607.0,UNDEFINED,,2,1.0462621722946797,34.0,143423024.0
273,SPS-DISTRICT K-12,DELRIDGE,17,1.0,1,0,71714,EDUCATION,71714.0,UNDEFINED,,UNDEFINED,,1,5.644602005195766,87.0,2371358.0
274,NONRESIDENTIAL,LAKE UNION,25,1.0,3,8161,67236,STORAGE,67236.0,PARKING,8161.0,UNDEFINED,,2,3.1271686520343103,91.0,549181.375
276,NONRESIDENTIAL,EAST,16,9.0,8,0,1158691,HEALTH AND MEDICAL,1350182.0,PARKING,387651.0,UNDEFINED,,2,0.4167264449435934,29.0,293090784.0
278,NONRESIDENTIAL,DOWNTOWN,17,1.0,5,12611,90185,HEALTH AND MEDICAL,55259.0,HEALTH AND MEDICAL,40091.0,EDUCATION,3231.0,6,0.8372391269560872,,10105379.0
279,SPS-DISTRICT K-12,SOUTHWEST,14,1.0,2,0,208981,EDUCATION,208981.0,UNDEFINED,,UNDEFINED,,1,3.178097320477025,80.0,8164853.0
281,NONRESIDENTIAL,NORTHEAST,88,1.0,2,0,55653,EDUCATION,55500.0,UNDEFINED,,UNDEFINED,,1,4.195275006713446,98.0,1377627.0
282,NONRESIDENTIAL,NORTHEAST,85,1.0,16,0,106860,HOTEL,106860.0,UNDEFINED,,UNDEFINED,,1,3.905018692916311,49.0,11935719.0
283,NONRESIDENTIAL,NORTH,44,1.0,5,0,50759,OFFICE AND BUSINESS,47079.0,FOOD AND BEVERAGE,3680.0,UNDEFINED,,2,7.976244278739504,62.0,3147042.0
284,NONRESIDENTIAL,NORTHEAST,64,1.0,2,0,56772,OTHER SERVICES AND FACILITIES,56772.0,UNDEFINED,,UNDEFINED,,1,3.9622981257905474,46.0,2439484.75
285,NONRESIDENTIAL,NORTHEAST,64,1.0,3,0,103000,OTHER SERVICES AND FACILITIES,103000.0,UNDEFINED,,UNDEFINED,,1,4.0088144851677265,42.0,4854429.5
286,SPS-DISTRICT K-12,NORTHEAST,10,1.0,3,0,269297,EDUCATION,269297.0,UNDEFINED,,UNDEFINED,,1,4.985706272897754,80.0,10498344.0
287,SPS-DISTRICT K-12,NORTHEAST,15,1.0,3,0,75174,EDUCATION,75174.0,UNDEFINED,,UNDEFINED,,1,4.89736001460457,77.0,2733846.0
289,SPS-DISTRICT K-12,MAGNOLIA / QUEEN ANNE,13,1.0,3,0,75214,EDUCATION,75214.0,UNDEFINED,,UNDEFINED,,1,2.8364695048308937,88.0,2334260.0
290,SPS-DISTRICT K-12,SOUTHWEST,11,1.0,3,0,134918,EDUCATION,134918.0,UNDEFINED,,UNDEFINED,,1,3.5497876281250584,91.0,3822102.5
291,SPS-DISTRICT K-12,CENTRAL,25,1.0,2,0,64414,EDUCATION,65310.0,UNDEFINED,,UNDEFINED,,1,1.8335150684656047,67.0,2295176.5
292,SPS-DISTRICT K-12,NORTHWEST,89,1.0,3,0,92437,EDUCATION,92437.0,UNDEFINED,,UNDEFINED,,1,4.926715685074132,78.0,4626443.0
293,NONRESIDENTIAL,DOWNTOWN,102,1.0,7,0,128766,OTHER SERVICES AND FACILITIES,109754.0,OTHER SERVICES AND FACILITIES,12876.0,OFFICE AND BUSINESS,6136.0,3,0.33374304642287067,,6057410.0
294,NONRESIDENTIAL,DOWNTOWN,103,1.0,9,0,107572,RESIDENTIAL AND HOUSING,63934.0,OFFICE AND BUSINESS,27143.0,RETAIL AND PERSONAL SERVICES,10568.0,3,0.12023687023642017,76.0,5572503.0
295,NONRESIDENTIAL,DOWNTOWN,61,1.0,15,0,230880,OTHER SERVICES AND FACILITIES,203000.0,UNDEFINED,,UNDEFINED,,1,0.13744164074213153,,62197176.0
300,SPS-DISTRICT K-12,GREATER DUWAMISH,9,1.0,3,0,204961,EDUCATION,204961.0,UNDEFINED,,UNDEFINED,,1,3.812041821470228,94.0,8190809.0
302,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,43,1.0,1,0,76086,OTHER SERVICES AND FACILITIES,77810.0,UNDEFINED,,UNDEFINED,,1,3.1554098226641303,,3267564.0
313,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,89,1.0,5,39000,151000,HEALTH AND MEDICAL,146741.0,OFFICE AND BUSINESS,9805.0,UNDEFINED,,2,1.6118227094256565,1.0,28731502.0
314,NONRESIDENTIAL,DOWNTOWN,55,1.0,4,0,122309,HOTEL,122309.0,UNDEFINED,,UNDEFINED,,1,0.9679465842439103,8.0,25453690.0
315,CAMPUS,DOWNTOWN,21,4.0,3,0,215476,OTHER SERVICES AND FACILITIES,217088.0,UNDEFINED,,UNDEFINED,,1,0.8838559835910642,,24017770.0
316,NONRESIDENTIAL,DOWNTOWN,13,1.0,8,38800,215473,HOTEL,277000.0,UNDEFINED,,UNDEFINED,,1,0.739802770746587,29.0,26659244.0
317,NONRESIDENTIAL,DOWNTOWN,36,1.0,2,0,69400,OTHER SERVICES AND FACILITIES,69400.0,UNDEFINED,,UNDEFINED,,1,0.472017449982586,,14833476.0
318,NONRESIDENTIAL,DOWNTOWN,116,1.0,1,0,62900,MIXED USE,32494.0,OTHER SERVICES AND FACILITIES,29793.0,RETAIL AND PERSONAL SERVICES,3384.300049,3,0.37719632812295495,,10394330.0
319,NONRESIDENTIAL,DOWNTOWN,102,1.0,4,0,56500,OFFICE AND BUSINESS,33000.0,RETAIL AND PERSONAL SERVICES,7000.0,UNDEFINED,,2,0.29010474125952024,98.0,1380293.625
320,NONRESIDENTIAL,GREATER DUWAMISH,8,1.0,4,0,203504,STORAGE,159372.0,OTHER SERVICES AND FACILITIES,44132.0,UNDEFINED,,2,0.8582551529514538,72.0,3785282.5
322,NONRESIDENTIAL,DOWNTOWN,48,0.0,3,26731,74003,OFFICE AND BUSINESS,100734.0,UNDEFINED,,UNDEFINED,,1,1.186738803416718,20.0,9788717.0
323,NONRESIDENTIAL,DOWNTOWN,35,1.0,4,18504,59158,OFFICE AND BUSINESS,62108.0,PARKING,17570.0,UNDEFINED,,2,1.1236957532409395,57.0,5007401.0
324,NONRESIDENTIAL,DOWNTOWN,38,1.0,12,21790,212210,OFFICE AND BUSINESS,173786.0,HEALTH AND MEDICAL,29865.0,PARKING,25373.0,4,0.9454044801604387,39.0,18661606.0
326,NONRESIDENTIAL,DOWNTOWN,27,1.0,25,0,369996,OFFICE AND BUSINESS,383942.0,PARKING,127192.0,UNDEFINED,,2,0.46975318111330655,74.0,24755086.0
327,NONRESIDENTIAL,DOWNTOWN,91,1.0,10,0,693450,RETAIL AND PERSONAL SERVICES,361107.0,OFFICE AND BUSINESS,332343.0,UNDEFINED,,2,0.46351799185709003,93.0,40062888.0
328,NONRESIDENTIAL,DOWNTOWN,40,1.0,33,0,791396,OFFICE AND BUSINESS,622034.0,PARKING,132465.0,OTHER SERVICES AND FACILITIES,33110.0,5,0.4913452220757539,89.0,40847752.0
329,NONRESIDENTIAL,DOWNTOWN,16,1.0,23,205076,542671,OFFICE AND BUSINESS,542461.0,PARKING,219045.0,FOOD AND BEVERAGE,9337.0,3,0.5572461792348309,90.0,30985420.0
330,NONRESIDENTIAL,DOWNTOWN,90,1.0,10,7757,55652,OFFICE AND BUSINESS,45260.0,RETAIL AND PERSONAL SERVICES,6187.0,UNDEFINED,,2,0.5505426329929305,90.0,3444270.0
331,NONRESIDENTIAL,DOWNTOWN,86,1.0,17,30000,174790,OFFICE AND BUSINESS,142034.0,OTHER SERVICES AND FACILITIES,17070.0,RETAIL AND PERSONAL SERVICES,14666.0,4,0.5469967472239199,91.0,7739699.0
332,NONRESIDENTIAL,DOWNTOWN,100,1.0,5,0,73399,OFFICE AND BUSINESS,51557.0,RETAIL AND PERSONAL SERVICES,9976.0,UNDEFINED,,2,0.519922195509429,61.0,3757006.0
333,NONRESIDENTIAL,DOWNTOWN,47,1.0,20,32334,233517,OFFICE AND BUSINESS,226454.0,PARKING,29214.0,UNDEFINED,,2,0.5838255100843308,90.0,14633233.0
334,NONRESIDENTIAL,DOWNTOWN,7,1.0,25,228668,529375,OFFICE AND BUSINESS,582725.0,PARKING,191082.0,UNDEFINED,,2,0.7037112266439864,95.0,27018020.0
335,NONRESIDENTIAL,DOWNTOWN,48,1.0,12,0,206000,OFFICE AND BUSINESS,161000.0,PARKING,51250.0,UNDEFINED,,2,0.8205099409220362,91.0,8580279.0
336,NONRESIDENTIAL,DOWNTOWN,7,1.0,36,154972,669915,OFFICE AND BUSINESS,743562.0,PARKING,161119.0,UNDEFINED,,2,0.6683919424466576,97.0,39523852.0
337,NONRESIDENTIAL,DOWNTOWN,26,1.0,16,141600,339240,OFFICE AND BUSINESS,311736.0,PARKING,123356.0,HEALTH AND MEDICAL,18239.0,5,0.6201579531590315,94.0,17867002.0
339,NONRESIDENTIAL,DOWNTOWN,116,1.0,7,0,89550,OFFICE AND BUSINESS,64712.0,RETAIL AND PERSONAL SERVICES,10058.0,ENTERTAINMENT AND LEISURE,7030.0,3,0.2509320131873075,85.0,3903259.75
340,NONRESIDENTIAL,DOWNTOWN,116,1.0,6,0,89355,OFFICE AND BUSINESS,82355.0,RETAIL AND PERSONAL SERVICES,7000.0,UNDEFINED,,2,0.2841222259180895,66.0,4178233.5
341,NONRESIDENTIAL,DOWNTOWN,94,1.0,15,0,388934,OFFICE AND BUSINESS,388934.0,UNDEFINED,,UNDEFINED,,1,0.18315315150863182,89.0,18576900.0
342,NONRESIDENTIAL,DOWNTOWN,87,1.0,22,0,384302,OFFICE AND BUSINESS,348969.0,RETAIL AND PERSONAL SERVICES,3291.899902,FOOD AND BEVERAGE,1437.0,3,0.20074656640335786,98.0,10062436.0
343,NONRESIDENTIAL,DOWNTOWN,58,1.0,17,84600,293925,OFFICE AND BUSINESS,236827.0,PARKING,83311.0,FOOD AND BEVERAGE,14679.0,2,0.20486114695834046,69.0,24906132.0
345,NONRESIDENTIAL,DOWNTOWN,33,1.0,47,0,1323055,OFFICE AND BUSINESS,1011135.0,PARKING,272682.0,FOOD AND BEVERAGE,37595.0,3,0.12848905941285574,94.0,44683660.0
346,NONRESIDENTIAL,DOWNTOWN,30,1.0,41,129432,460489,OFFICE AND BUSINESS,470416.0,PARKING,107667.0,EDUCATION,10290.0,3,0.14482135600212054,84.0,24603420.0
347,NONRESIDENTIAL,DOWNTOWN,66,1.0,6,1392,89699,OFFICE AND BUSINESS,89699.0,PARKING,1392.0,UNDEFINED,,2,0.18402411074645164,,1835804.875
348,NONRESIDENTIAL,DOWNTOWN,48,1.0,8,62993,94948,OFFICE AND BUSINESS,84838.0,PARKING,15401.0,UNDEFINED,,2,0.21305467430235575,81.0,3743228.5
349,NONRESIDENTIAL,DOWNTOWN,25,1.0,29,197231,438072,OFFICE AND BUSINESS,522667.0,PARKING,194435.0,RETAIL AND PERSONAL SERVICES,6122.0,2,0.21604039691750393,95.0,18221224.0
350,NONRESIDENTIAL,DOWNTOWN,58,1.0,6,25920,146922,OFFICE AND BUSINESS,99890.0,OFFICE AND BUSINESS,39336.0,PARKING,25000.0,3,0.17337368045022547,,41399504.0
351,NONRESIDENTIAL,DOWNTOWN,36,1.0,34,162604,614158,OFFICE AND BUSINESS,606050.0,PARKING,154947.0,UNDEFINED,,2,0.15229150626059335,81.0,32552428.0
352,NONRESIDENTIAL,DOWNTOWN,44,1.0,14,23775,162993,OFFICE AND BUSINESS,182540.0,PARKING,33671.0,OFFICE AND BUSINESS,240.0,3,0.11980858652424574,95.0,9641043.0
353,NONRESIDENTIAL,DOWNTOWN,47,1.0,49,368980,754455,OFFICE AND BUSINESS,808980.0,PARKING,232248.0,OTHER SERVICES AND FACILITIES,30329.0,5,0.08293420343081646,89.0,45163308.0
354,NONRESIDENTIAL,DOWNTOWN,14,1.0,37,164420,888049,OFFICE AND BUSINESS,765351.0,PARKING,185581.0,OFFICE AND BUSINESS,103478.0,11,0.07055425492982917,93.0,41213584.0
355,NONRESIDENTIAL,DOWNTOWN,43,1.0,42,171500,446184,OFFICE AND BUSINESS,581558.0,PARKING,189600.0,RETAIL AND PERSONAL SERVICES,18026.0,4,0.02112961003443226,28.0,69519808.0
356,NONRESIDENTIAL,DOWNTOWN,109,1.0,8,0,201480,OFFICE AND BUSINESS,161762.0,RETAIL AND PERSONAL SERVICES,29094.0,STORAGE,10624.0,3,0.105581383193834,91.0,8921778.0
357,NONRESIDENTIAL,DOWNTOWN,26,1.0,63,159600,1195387,OFFICE AND BUSINESS,1191115.0,PARKING,159599.0,OTHER SERVICES AND FACILITIES,18656.0,2,0.13202781420885704,89.0,61576184.0
358,NONRESIDENTIAL,DOWNTOWN,15,1.0,14,0,310490,OFFICE AND BUSINESS,269284.0,OTHER SERVICES AND FACILITIES,28394.0,OFFICE AND BUSINESS,600.0,3,0.1929519562715437,,21169502.0
359,NONRESIDENTIAL,DOWNTOWN,13,1.0,8,30660,168870,OFFICE AND BUSINESS,160418.0,PARKING,18590.0,OTHER SERVICES AND FACILITIES,17480.0,4,0.2013186843689665,69.0,13214416.0
360,NONRESIDENTIAL,DOWNTOWN,10,1.0,13,52703,319539,OFFICE AND BUSINESS,319539.0,PARKING,52703.0,UNDEFINED,,2,0.3050957042530426,98.0,13843866.0
361,NONRESIDENTIAL,DOWNTOWN,107,1.0,7,8296,106099,OFFICE AND BUSINESS,96582.0,UNDEFINED,,UNDEFINED,,1,0.34821084011368003,99.0,2746560.75
363,NONRESIDENTIAL,NORTHEAST,38,1.0,2,0,89200,RETAIL AND PERSONAL SERVICES,89200.0,UNDEFINED,,UNDEFINED,,1,3.8379596658636665,83.0,6461937.0
364,NONRESIDENTIAL,NORTHEAST,45,1.0,23,0,474546,OFFICE AND BUSINESS,474546.0,UNDEFINED,,UNDEFINED,,1,3.850809596432998,77.0,28450436.0
365,NONRESIDENTIAL,NORTHEAST,47,1.0,5,0,36000,OTHER SERVICES AND FACILITIES,36000.0,UNDEFINED,,UNDEFINED,,1,3.838248332887445,96.0,30038490.0
366,NONRESIDENTIAL,NORTHEAST,55,0.0,5,0,99005,OFFICE AND BUSINESS,79555.0,UNDEFINED,,UNDEFINED,,1,3.8547870229185603,70.0,4728488.5
367,NONRESIDENTIAL,NORTHEAST,14,1.0,6,44248,90803,OFFICE AND BUSINESS,95943.0,PARKING,42500.0,UNDEFINED,,2,3.825539451570173,88.0,4426136.0
368,NONRESIDENTIAL,NORTHEAST,14,1.0,5,82720,137929,OFFICE AND BUSINESS,145754.0,PARKING,90000.0,UNDEFINED,,2,3.7763123805580463,93.0,7046345.5
369,NONRESIDENTIAL,DOWNTOWN,52,1.0,5,0,93660,STORAGE,93660.0,UNDEFINED,,UNDEFINED,,1,0.6705558101352096,,873221.875
370,NONRESIDENTIAL,DOWNTOWN,36,1.0,18,64660,349055,OFFICE AND BUSINESS,348270.0,PARKING,69634.0,UNDEFINED,,2,0.6770366695082259,79.0,24224888.0
371,NONRESIDENTIAL,DOWNTOWN,16,1.0,11,195621,185760,MIXED USE,182820.0,OFFICE AND BUSINESS,164192.0,HEALTH AND MEDICAL,37782.0,3,0.7970839025591708,94.0,9765777.0
372,NONRESIDENTIAL,DOWNTOWN,28,1.0,20,118744,378769,OFFICE AND BUSINESS,367623.0,PARKING,114510.0,UNDEFINED,,2,0.750945884888892,65.0,26823218.0
373,NONRESIDENTIAL,DOWNTOWN,37,1.0,24,116721,427155,OFFICE AND BUSINESS,424044.0,PARKING,107300.0,UNDEFINED,,2,0.7383831585300404,79.0,25307744.0
374,NONRESIDENTIAL,DOWNTOWN,36,1.0,4,38700,70647,MIXED USE,42389.0,PARKING,38700.0,OFFICE AND BUSINESS,28258.0,3,1.3105647242668614,,8218155.5
375,NONRESIDENTIAL,DOWNTOWN,34,1.0,6,124216,272410,OFFICE AND BUSINESS,274002.0,PARKING,122624.0,UNDEFINED,,2,1.2427667149450357,64.0,20361158.0
376,NONRESIDENTIAL,DOWNTOWN,14,1.0,6,83591,203880,OFFICE AND BUSINESS,191814.0,PARKING,72178.0,OTHER SERVICES AND FACILITIES,5322.0,4,0.8643053199538234,74.0,14913424.0
377,NONRESIDENTIAL,DOWNTOWN,69,1.0,3,48512,144118,OFFICE AND BUSINESS,146157.0,PARKING,48199.0,UNDEFINED,,2,0.95718840791585,94.0,5357833.0
379,NONRESIDENTIAL,DOWNTOWN,32,1.0,8,61986,191117,OFFICE AND BUSINESS,158681.0,PARKING,70190.0,OTHER SERVICES AND FACILITIES,21782.0,4,1.3956369717269863,3.0,29949248.0
381,NONRESIDENTIAL,NORTHWEST,60,1.0,1,0,60880,FOOD AND BEVERAGE,61666.0,UNDEFINED,,UNDEFINED,,1,6.769506079241099,54.0,14293972.0
382,NONRESIDENTIAL,DOWNTOWN,116,1.0,5,0,50176,OFFICE AND BUSINESS,50328.0,OTHER SERVICES AND FACILITIES,8329.0,FOOD AND BEVERAGE,4253.0,3,0.27137329206152183,77.0,2933288.75
383,NONRESIDENTIAL,DOWNTOWN,104,1.0,42,0,304346,OFFICE AND BUSINESS,245028.0,RETAIL AND PERSONAL SERVICES,8429.0,OTHER SERVICES AND FACILITIES,7518.0,4,0.2918524420106991,72.0,23262244.0
384,NONRESIDENTIAL,GREATER DUWAMISH,39,1.0,1,0,128800,STORAGE,119200.0,OTHER SERVICES AND FACILITIES,9600.0,UNDEFINED,,2,4.526062342488556,97.0,1809101.5
385,NONRESIDENTIAL,DOWNTOWN,89,1.0,8,0,321945,OFFICE AND BUSINESS,166919.0,ENTERTAINMENT AND LEISURE,39355.0,RETAIL AND PERSONAL SERVICES,19787.0,3,0.2308072774758009,76.0,13656587.0
386,NONRESIDENTIAL,DOWNTOWN,52,1.0,22,0,336330,OFFICE AND BUSINESS,256299.0,PARKING,66430.0,OTHER SERVICES AND FACILITIES,7438.0,3,0.15953238648398993,77.0,18967014.0
387,NONRESIDENTIAL,DOWNTOWN,56,1.0,21,0,298426,OFFICE AND BUSINESS,286538.0,PARKING,197750.0,EDUCATION,11888.0,3,0.2460079896233732,79.0,27076922.0
388,NONRESIDENTIAL,DOWNTOWN,40,1.0,42,0,635824,OFFICE AND BUSINESS,718473.0,PARKING,40000.0,FOOD AND BEVERAGE,19671.0,5,0.22853734920821606,69.0,48479988.0
389,NONRESIDENTIAL,DOWNTOWN,93,1.0,12,0,542305,HOTEL,542305.0,ENTERTAINMENT AND LEISURE,0.0,UNDEFINED,,2,0.15244435011066776,45.0,56485204.0
390,NONRESIDENTIAL,SOUTHEAST,36,1.0,2,0,291940,RETAIL AND PERSONAL SERVICES,191940.0,OFFICE AND BUSINESS,100000.0,UNDEFINED,,2,2.4574231973567984,80.0,11688601.0
391,NONRESIDENTIAL,GREATER DUWAMISH,46,0.0,1,0,88400,MIXED USE,33450.0,OFFICE AND BUSINESS,29620.0,STORAGE,27715.0,3,5.630769015374763,42.0,4383100.5
392,NONRESIDENTIAL,NORTHWEST,56,1.0,1,0,52311,STORAGE,51116.0,UNDEFINED,,UNDEFINED,,1,8.514405988041608,96.0,930611.875
393,NONRESIDENTIAL,LAKE UNION,7,1.0,5,69710,71421,OTHER SERVICES AND FACILITIES,74831.0,OFFICE AND BUSINESS,71643.0,UNDEFINED,,5,1.1788876198303986,,3085814.0
394,NONRESIDENTIAL,LAKE UNION,15,1.0,5,70067,106465,OFFICE AND BUSINESS,103494.0,PARKING,70067.0,UNDEFINED,,2,1.1884548038183678,60.0,5803409.0
395,NONRESIDENTIAL,BALLARD,43,1.0,1,0,52500,STORAGE,49395.0,OFFICE AND BUSINESS,5853.0,UNDEFINED,,2,3.9689319475023725,2.0,3989399.0
396,NONRESIDENTIAL,BALLARD,57,1.0,2,0,57300,STORAGE,29001.0,OFFICE AND BUSINESS,28299.0,UNDEFINED,,2,4.7933718765922215,55.0,4560492.0
398,NONRESIDENTIAL,DOWNTOWN,100,1.0,6,0,350310,OFFICE AND BUSINESS,305233.0,EDUCATION,26900.0,FOOD AND BEVERAGE,7666.0,3,1.1069083286740082,90.0,18102026.0
399,NONRESIDENTIAL,DOWNTOWN,28,1.0,55,285000,1115000,OFFICE AND BUSINESS,994116.0,PARKING,264481.0,OTHER SERVICES AND FACILITIES,133598.0,4,0.19975897853629937,92.0,53079164.0
401,NONRESIDENTIAL,DOWNTOWN,86,1.0,21,0,305548,HOTEL,310000.0,UNDEFINED,,UNDEFINED,,1,0.2528283796206109,58.0,33729336.0
402,NONRESIDENTIAL,DOWNTOWN,27,1.0,46,512608,1023998,OFFICE AND BUSINESS,1002403.0,PARKING,377046.0,OTHER SERVICES AND FACILITIES,53116.0,6,0.3224823137675191,89.0,56606136.0
403,NONRESIDENTIAL,DOWNTOWN,58,1.0,10,0,135918,OFFICE AND BUSINESS,144570.0,UNDEFINED,,UNDEFINED,,1,0.28743788172270623,91.0,6423556.5
404,NONRESIDENTIAL,DOWNTOWN,102,1.0,4,0,79957,RETAIL AND PERSONAL SERVICES,35694.0,OFFICE AND BUSINESS,29723.0,UNDEFINED,,2,0.4142770265566536,25.0,5252131.0
405,NONRESIDENTIAL,DOWNTOWN,95,1.0,4,0,127268,OFFICE AND BUSINESS,62512.0,RETAIL AND PERSONAL SERVICES,53971.0,STORAGE,5000.0,3,0.40500762609437646,71.0,7711757.5
406,NONRESIDENTIAL,DOWNTOWN,33,1.0,29,0,500000,OFFICE AND BUSINESS,411301.0,PARKING,80005.0,RETAIL AND PERSONAL SERVICES,14528.0,3,0.3728990248132032,93.0,18848780.0
408,NONRESIDENTIAL,DOWNTOWN,90,0.0,10,0,132326,OFFICE AND BUSINESS,92006.0,OTHER SERVICES AND FACILITIES,12610.0,RETAIL AND PERSONAL SERVICES,9835.0,3,0.3245506029866361,72.0,6029020.0
409,NONRESIDENTIAL,DOWNTOWN,32,1.0,6,13200,96630,OFFICE AND BUSINESS,83485.0,PARKING,13200.0,RETAIL AND PERSONAL SERVICES,5000.0,4,0.3307528554336484,45.0,7335905.5
410,NONRESIDENTIAL,DOWNTOWN,43,0.0,19,59280,272787,HOTEL,332067.0,UNDEFINED,,UNDEFINED,,1,0.3095053152975445,6.0,37785552.0
411,NONRESIDENTIAL,DOWNTOWN,106,1.0,10,0,130513,OFFICE AND BUSINESS,87391.0,RETAIL AND PERSONAL SERVICES,32264.0,FOOD AND BEVERAGE,10858.0,3,0.3389993111610653,49.0,11651200.0
412,NONRESIDENTIAL,DOWNTOWN,96,1.0,8,0,60660,OFFICE AND BUSINESS,41958.0,RETAIL AND PERSONAL SERVICES,4800.0,UNDEFINED,,2,0.3069938827561934,,2586116.0
413,NONRESIDENTIAL,DOWNTOWN,87,1.0,14,0,137350,OFFICE AND BUSINESS,124508.0,UNDEFINED,,UNDEFINED,,1,0.2908001828228051,89.0,6366084.5
414,NONRESIDENTIAL,DOWNTOWN,87,1.0,15,0,151039,OFFICE AND BUSINESS,125473.0,UNDEFINED,,UNDEFINED,,1,0.2847592899852,84.0,5446624.0
415,NONRESIDENTIAL,DOWNTOWN,31,1.0,30,134662,620338,OFFICE AND BUSINESS,643083.0,PARKING,126891.0,FOOD AND BEVERAGE,13422.0,5,0.3729113375675517,72.0,52226204.0
416,NONRESIDENTIAL,DOWNTOWN,110,1.0,4,0,63540,OFFICE AND BUSINESS,56747.0,UNDEFINED,,UNDEFINED,,1,0.4140120302959434,72.0,3518459.5
417,NONRESIDENTIAL,DOWNTOWN,89,1.0,10,0,130893,OFFICE AND BUSINESS,87925.0,FOOD AND BEVERAGE,27177.0,HEALTH AND MEDICAL,6644.0,3,0.38197069724807664,80.0,6962073.0
418,NONRESIDENTIAL,DOWNTOWN,106,1.0,5,0,79920,MIXED USE,39960.0,RETAIL AND PERSONAL SERVICES,26640.0,OTHER SERVICES AND FACILITIES,13320.0,3,0.349473520823007,,3009463.75
419,CAMPUS,DOWNTOWN,108,1.0,4,0,137400,MIXED USE,44078.0,FOOD AND BEVERAGE,19182.0,RESIDENTIAL AND HOUSING,14380.0,9,0.4599208772226284,,14940504.0
420,NONRESIDENTIAL,DOWNTOWN,20,1.0,6,86429,61423,OTHER SERVICES AND FACILITIES,64821.0,RETAIL AND PERSONAL SERVICES,40629.0,OTHER SERVICES AND FACILITIES,13039.0,4,0.39134175148047323,,9671619.0
